0,2020-05-12 01:04:18.831235,2020-05-12 01:04:21.044918,2020-05-12 01:04:23.275338,2020-05-12 01:04:25.408562,2020-05-12 01:04:27.669738,2020-05-12 01:04:29.887312,2020-05-12 01:04:32.081912,2020-05-12 01:04:34.256483,2020-05-12 01:04:36.518665,2020-05-12 01:04:38.670879,2020-05-12 01:04:40.944978,2020-05-12 01:04:43.162380,2020-05-12 01:04:45.544553,2020-05-12 01:04:48.044465,2020-05-12 01:04:50.275293,2020-05-12 01:04:52.922979,2020-05-12 01:04:55.388334,2020-05-12 01:04:57.838415,2020-05-12 01:04:59.984035,2020-05-12 01:05:02.305676,2020-05-12 01:05:04.829442,2020-05-12 01:05:07.176132,2020-05-12 01:05:09.830861,2020-05-12 01:05:12.362218,2020-05-12 01:05:14.854604,2020-05-12 01:05:17.378598,2020-05-12 01:05:19.952364,2020-05-12 01:05:22.423157,2020-05-12 01:05:25.005393,2020-05-12 01:05:27.683189,2020-05-12 01:05:29.927894,2020-05-12 01:05:32.259766,2020-05-12 01:05:34.692814,2020-05-12 01:05:36.964832,2020-05-12 01:05:39.369155,2020-05-12 01:05:41.740886,2020-05-12 01:05:44.156491,2020-05-12 01:05:46.315162
0,0.016666666666666666,0.03333333333333333,0.05,0.06666666666666667,0.08333333333333333,0.1,0.11666666666666667,0.13333333333333333,0.15,0.16666666666666666,0.18333333333333332,0.2,0.21666666666666667,0.23333333333333334,0.25,0.26666666666666666,0.2833333333333333,0.3,0.31666666666666665,0.3333333333333333,0.35,0.36666666666666664,0.38333333333333336,0.4,0.4166666666666667,0.43333333333333335,0.45,0.4666666666666667,0.48333333333333334,0.5,0.5166666666666667,0.5333333333333333,0.55,0.5666666666666667,0.5833333333333334,0.6,0.6166666666666667,0.6333333333333333
